"project_key","branch","issue_key","rule","type","severity","status","resolution","message","component","file_path","line","effort","debt","author","assignee","tags","clean_code_attribute","security_impact","reliability_impact","maintainability_impact","creation_date","update_date","close_date"
"Tawuniya-CRM","DEV","34ec2a2c-72b9-48dd-b20c-24c386dea783","typescript:S3353","CODE_SMELL","CRITICAL","CLOSED","FIXED","'frameWindow' is never reassigned. Use 'const' instead.","Tawuniya-CRM:Customer360/VeriTouch.C360.WebResources/src/shared/service/popup.service.ts","Customer360/VeriTouch.C360.WebResources/src/shared/service/popup.service.ts",,"2min","2min","dsedhom@tawuniya.com","david-wadih-sedhom18753","es2015","CLEAR","","","HIGH","2026-04-22T15:06:59+0300","2026-08-04T11:27:55+0300","2026-08-04T11:27:55+0300"
"Tawuniya-CRM","DEV","3003a099-e63b-4d50-938d-2318195fc0b3","javascript:S3504","CODE_SMELL","CRITICAL","CLOSED","FIXED","Unexpected var, use let or const instead.","Tawuniya-CRM:Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/Approval/vrp_FetchingApproval.js","Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/Approval/vrp_FetchingApproval.js",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","es2015,bad-practice","CLEAR","","","HIGH","2026-04-22T15:06:59+0300","2026-08-04T11:27:55+0300","2026-08-04T11:27:55+0300"
"Tawuniya-CRM","DEV","ee680a4a-da2c-4c07-8718-661233c8c8de","javascript:S3504","CODE_SMELL","CRITICAL","CLOSED","FIXED","Unexpected var, use let or const instead.","Tawuniya-CRM:Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/Contact/vrp_ContactManagement.js","Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/Contact/vrp_ContactManagement.js",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","es2015,bad-practice","CLEAR","","","HIGH","2026-04-22T15:06:59+0300","2026-08-04T11:27:55+0300","2026-08-04T11:27:55+0300"
"Tawuniya-CRM","DEV","34dab52c-8292-4a1e-bca7-54bd1a593787","javascript:S3504","CODE_SMELL","CRITICAL","CLOSED","FIXED","Unexpected var, use let or const instead.","Tawuniya-CRM:Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/Contact/ey_ContactManagement.js","Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/Contact/ey_ContactManagement.js",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","es2015,bad-practice","CLEAR","","","HIGH","2026-04-22T15:06:59+0300","2026-08-04T11:27:55+0300","2026-08-04T11:27:55+0300"
"Tawuniya-CRM","DEV","ee64b934-bafa-428b-8428-515b97b9948b","javascript:S3504","CODE_SMELL","CRITICAL","CLOSED","FIXED","Unexpected var, use let or const instead.","Tawuniya-CRM:Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/Contact/vrp_Customer_360_Script.js","Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/Contact/vrp_Customer_360_Script.js",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","es2015,bad-practice","CLEAR","","","HIGH","2026-04-22T15:06:59+0300","2026-08-04T11:27:55+0300","2026-08-04T11:27:55+0300"
"Tawuniya-CRM","DEV","3e3c373d-2013-462d-a425-bd76580f3b22","javascript:S3504","CODE_SMELL","CRITICAL","CLOSED","FIXED","Unexpected var, use let or const instead.","Tawuniya-CRM:Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/Contact/twn_IncidentFormCC.v2.js","Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/Contact/twn_IncidentFormCC.v2.js",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","es2015,bad-practice","CLEAR","","","HIGH","2026-04-22T15:06:59+0300","2026-08-04T11:27:55+0300","2026-08-04T11:27:55+0300"
"Tawuniya-CRM","DEV","eac4887f-79e4-495e-b9e7-b67396f0bb13","javascript:S3504","CODE_SMELL","CRITICAL","CLOSED","FIXED","Unexpected var, use let or const instead.","Tawuniya-CRM:Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/Contact/twn_IncidentFormCC.v2.js","Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/Contact/twn_IncidentFormCC.v2.js",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","es2015,bad-practice","CLEAR","","","HIGH","2026-04-22T15:06:59+0300","2026-08-04T11:27:55+0300","2026-08-04T11:27:55+0300"
"Tawuniya-CRM","DEV","3c32e6fa-5f3f-4c4b-846b-4f16827ccbbf","javascript:S3504","CODE_SMELL","CRITICAL","CLOSED","FIXED","Unexpected var, use let or const instead.","Tawuniya-CRM:Customer360/Vrp.CRM.C360.WebResources/vrp_/HTML/Claim/vrp_ClaimManagement.js","Customer360/Vrp.CRM.C360.WebResources/vrp_/HTML/Claim/vrp_ClaimManagement.js",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","es2015,bad-practice","CLEAR","","","HIGH","2026-04-22T15:06:59+0300","2026-08-04T11:27:55+0300","2026-08-04T11:27:55+0300"
"Tawuniya-CRM","DEV","3c3fb62c-e299-41c3-9b86-833056526ecd","javascript:S3735","CODE_SMELL","CRITICAL","CLOSED","FIXED","Remove this use of the ""void"" operator.","Tawuniya-CRM:Customer360/VeriTouch.C360.WebResources/statistics_webpages.html","Customer360/VeriTouch.C360.WebResources/statistics_webpages.html",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","type-dependent,confusing","CLEAR","","","HIGH","2026-04-22T15:06:59+0300","2026-07-29T12:38:23+0300","2026-07-29T12:38:23+0300"
"Tawuniya-CRM","DEV","384b00ca-0792-4626-8eb5-b9efe483b7e6","javascript:S3504","CODE_SMELL","CRITICAL","CLOSED","FIXED","Unexpected var, use let or const instead.","Tawuniya-CRM:Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/Contact/twn_IncidentFormCC.v2.js","Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/Contact/twn_IncidentFormCC.v2.js",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","es2015,bad-practice","CLEAR","","","HIGH","2026-04-22T15:06:59+0300","2026-08-04T11:27:55+0300","2026-08-04T11:27:55+0300"
"Tawuniya-CRM","DEV","ccc71332-7991-4381-8838-81cfc4342436","javascript:S3504","CODE_SMELL","CRITICAL","CLOSED","FIXED","Unexpected var, use let or const instead.","Tawuniya-CRM:Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/Claim/Customerservicemanagment_HIdeandshowsection.js","Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/Claim/Customerservicemanagment_HIdeandshowsection.js",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","es2015,bad-practice","CLEAR","","","HIGH","2026-04-22T15:06:59+0300","2026-08-04T11:27:55+0300","2026-08-04T11:27:55+0300"
"Tawuniya-CRM","DEV","9a8cc56f-668a-44fc-a2a7-2e2fb1e0aead","javascript:S2430","CODE_SMELL","CRITICAL","CLOSED","FIXED","A constructor name should not start with a lowercase letter.","Tawuniya-CRM:Customer360/VeriTouch.C360.WebResources/statistics_webpages.html","Customer360/VeriTouch.C360.WebResources/statistics_webpages.html",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","convention","IDENTIFIABLE","","","HIGH","2026-04-22T15:06:59+0300","2026-07-29T12:38:23+0300","2026-07-29T12:38:23+0300"
"Tawuniya-CRM","DEV","3106b06a-2e56-4d41-8c7e-1ceac1d9654f","javascript:S3776","CODE_SMELL","CRITICAL","CLOSED","FIXED","Refactor this function to reduce its Cognitive Complexity from 57 to the 15 allowed.","Tawuniya-CRM:Customer360/VeriTouch.C360.WebResources/statistics_webpages.html","Customer360/VeriTouch.C360.WebResources/statistics_webpages.html",,"47min","47min","dsedhom@tawuniya.com","david-wadih-sedhom18753","brain-overload,architecture","FOCUSED","","","HIGH","2026-04-22T15:06:59+0300","2026-07-29T12:38:23+0300","2026-07-29T12:38:23+0300"
"Tawuniya-CRM","DEV","92190f1a-0543-4493-97a4-0a077186ed30","javascript:S3504","CODE_SMELL","CRITICAL","CLOSED","FIXED","Unexpected var, use let or const instead.","Tawuniya-CRM:Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/Contact/ey_ContactManagement.js","Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/Contact/ey_ContactManagement.js",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","es2015,bad-practice","CLEAR","","","HIGH","2026-04-22T15:06:59+0300","2026-08-04T11:27:55+0300","2026-08-04T11:27:55+0300"
"Tawuniya-CRM","DEV","3102bcc4-157e-413e-a2c3-93152bf2c57b","javascript:S3504","CODE_SMELL","CRITICAL","CLOSED","FIXED","Unexpected var, use let or const instead.","Tawuniya-CRM:Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/Contact/vrp_Customerservicemanagment_HIdeandshowsection.js","Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/Contact/vrp_Customerservicemanagment_HIdeandshowsection.js",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","es2015,bad-practice","CLEAR","","","HIGH","2026-04-22T15:06:59+0300","2026-08-04T11:27:55+0300","2026-08-04T11:27:55+0300"
"Tawuniya-CRM","DEV","3cc0457a-e319-4b82-bb23-8535ae73bc54","javascript:S3504","CODE_SMELL","CRITICAL","CLOSED","FIXED","Unexpected var, use let or const instead.","Tawuniya-CRM:Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/Contact/twn_IncidentFormCC.v2.js","Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/Contact/twn_IncidentFormCC.v2.js",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","es2015,bad-practice","CLEAR","","","HIGH","2026-04-22T15:06:59+0300","2026-08-04T11:27:55+0300","2026-08-04T11:27:55+0300"
"Tawuniya-CRM","DEV","eaadf9d1-924f-460b-a212-ed46def1a244","javascript:S3504","CODE_SMELL","CRITICAL","CLOSED","FIXED","Unexpected var, use let or const instead.","Tawuniya-CRM:Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/CoveredPerson/vrp_CoveredPersonManagement.js","Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/CoveredPerson/vrp_CoveredPersonManagement.js",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","es2015,bad-practice","CLEAR","","","HIGH","2026-04-22T15:06:59+0300","2026-08-04T11:27:55+0300","2026-08-04T11:27:55+0300"
"Tawuniya-CRM","DEV","3ca305c4-53d7-4609-be60-3650a1891172","javascript:S3504","CODE_SMELL","CRITICAL","CLOSED","FIXED","Unexpected var, use let or const instead.","Tawuniya-CRM:Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/Approval/ey_ApprovalTransfer.js","Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/Approval/ey_ApprovalTransfer.js",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","es2015,bad-practice","CLEAR","","","HIGH","2026-04-22T15:06:59+0300","2026-08-04T11:27:55+0300","2026-08-04T11:27:55+0300"
"Tawuniya-CRM","DEV","948f5b9a-a2ed-4a76-b142-c49ae9e3947c","typescript:S3353","CODE_SMELL","CRITICAL","CLOSED","FIXED","'decodedDataValue' is never reassigned. Use 'const' instead.","Tawuniya-CRM:Customer360/VeriTouch.C360.WebResources/src/shared/datasync.ts","Customer360/VeriTouch.C360.WebResources/src/shared/datasync.ts",,"2min","2min","dsedhom@tawuniya.com","david-wadih-sedhom18753","es2015","CLEAR","","","HIGH","2026-04-22T15:06:59+0300","2026-08-04T11:27:55+0300","2026-08-04T11:27:55+0300"
"Tawuniya-CRM","DEV","92cd8fcf-1fe6-4687-b746-de98d37dfbd0","javascript:S3504","CODE_SMELL","CRITICAL","CLOSED","FIXED","Unexpected var, use let or const instead.","Tawuniya-CRM:Customer360/VeriTouch.C360.WebResources/src/shared/helpers.js","Customer360/VeriTouch.C360.WebResources/src/shared/helpers.js",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","es2015,bad-practice","CLEAR","","","HIGH","2026-04-22T15:06:59+0300","2026-08-04T11:27:55+0300","2026-08-04T11:27:55+0300"
"Tawuniya-CRM","DEV","ed4d3e4a-db03-4a35-add5-99ed4947ddfe","javascript:S3504","CODE_SMELL","CRITICAL","CLOSED","FIXED","Unexpected var, use let or const instead.","Tawuniya-CRM:Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/Contact/twn_IncidentFormCC.v2.js","Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/Contact/twn_IncidentFormCC.v2.js",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","es2015,bad-practice","CLEAR","","","HIGH","2026-04-22T15:06:59+0300","2026-08-04T11:27:55+0300","2026-08-04T11:27:55+0300"
"Tawuniya-CRM","DEV","9a808a0a-6d4c-4baa-9c0e-9ace0c486674","javascript:S3504","CODE_SMELL","CRITICAL","CLOSED","FIXED","Unexpected var, use let or const instead.","Tawuniya-CRM:Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/Contact/twn_IncidentFormCC.v2.js","Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/Contact/twn_IncidentFormCC.v2.js",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","es2015,bad-practice","CLEAR","","","HIGH","2026-04-22T15:06:59+0300","2026-08-04T11:27:55+0300","2026-08-04T11:27:55+0300"
"Tawuniya-CRM","DEV","92ecc71a-33b7-449f-891b-91b777565cf8","javascript:S3504","CODE_SMELL","CRITICAL","CLOSED","FIXED","Unexpected var, use let or const instead.","Tawuniya-CRM:Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/CoveredPerson/vrp_CoveredPerson.js","Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/CoveredPerson/vrp_CoveredPerson.js",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","es2015,bad-practice","CLEAR","","","HIGH","2026-04-22T15:06:59+0300","2026-08-04T11:27:55+0300","2026-08-04T11:27:55+0300"
"Tawuniya-CRM","DEV","cc2deb6c-c9c7-4fd4-9eb8-4967fdd6252a","javascript:S3504","CODE_SMELL","CRITICAL","CLOSED","FIXED","Unexpected var, use let or const instead.","Tawuniya-CRM:Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/Contact/vrp_ContactManagement.js","Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/Contact/vrp_ContactManagement.js",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","es2015,bad-practice","CLEAR","","","HIGH","2026-04-22T15:06:59+0300","2026-08-04T11:27:55+0300","2026-08-04T11:27:55+0300"
"Tawuniya-CRM","DEV","edf6fd72-797c-48ad-8962-26a365ca4527","typescript:S121","CODE_SMELL","CRITICAL","CLOSED","REMOVED","Expected { after 'if' condition.","Tawuniya-CRM:Customer360/VeriTouch.C360.WebResources/src/shared/userhandler.ts","Customer360/VeriTouch.C360.WebResources/src/shared/userhandler.ts",,"2min","2min","dsedhom@tawuniya.com","david-wadih-sedhom18753","pitfall","CLEAR","","","HIGH","2026-04-22T15:06:59+0300","2026-07-07T11:57:50+0300","2026-07-07T11:57:50+0300"
"Tawuniya-CRM","DEV","9857ba96-34e7-4d2a-a2b5-3c786badb754","typescript:S3353","CODE_SMELL","CRITICAL","CLOSED","FIXED","'inception_date' is never reassigned. Use 'const' instead.","Tawuniya-CRM:Customer360/VeriTouch.C360.WebResources/src/webpage/policyendorsementtimeline/policyendorsementtimeline.component.ts","Customer360/VeriTouch.C360.WebResources/src/webpage/policyendorsementtimeline/policyendorsementtimeline.component.ts",,"2min","2min","dsedhom@tawuniya.com","david-wadih-sedhom18753","es2015","CLEAR","","","HIGH","2026-04-22T15:06:59+0300","2026-08-04T11:27:55+0300","2026-08-04T11:27:55+0300"
"Tawuniya-CRM","DEV","384dffed-2ccc-4a56-9c85-1409406d4962","javascript:S2004","CODE_SMELL","CRITICAL","CLOSED","FIXED","Refactor this code to not nest functions more than 4 levels deep.","Tawuniya-CRM:Customer360/VeriTouch.C360.WebResources/statistics_webpages.html","Customer360/VeriTouch.C360.WebResources/statistics_webpages.html",,"20min","20min","dsedhom@tawuniya.com","david-wadih-sedhom18753","brain-overload","FOCUSED","","","HIGH","2026-04-22T15:06:59+0300","2026-07-29T12:38:23+0300","2026-07-29T12:38:23+0300"
"Tawuniya-CRM","DEV","92bf8741-afe6-4b04-ae1d-dba673db9551","javascript:S3504","CODE_SMELL","CRITICAL","CLOSED","FIXED","Unexpected var, use let or const instead.","Tawuniya-CRM:Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/Contact/ey_ContactManagement.js","Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/Contact/ey_ContactManagement.js",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","es2015,bad-practice","CLEAR","","","HIGH","2026-04-22T15:06:59+0300","2026-08-04T11:27:55+0300","2026-08-04T11:27:55+0300"
"Tawuniya-CRM","DEV","9a8745e5-2eda-4a56-931e-601dfdf8522f","javascript:S3504","CODE_SMELL","CRITICAL","CLOSED","FIXED","Unexpected var, use let or const instead.","Tawuniya-CRM:Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/Contact/twn_IncidentFormCC.v2.js","Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/Contact/twn_IncidentFormCC.v2.js",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","es2015,bad-practice","CLEAR","","","HIGH","2026-04-22T15:06:59+0300","2026-08-04T11:27:55+0300","2026-08-04T11:27:55+0300"
"Tawuniya-CRM","DEV","92c77114-02f4-4668-9965-02aa890e4f52","javascript:S2004","CODE_SMELL","CRITICAL","CLOSED","FIXED","Refactor this code to not nest functions more than 4 levels deep.","Tawuniya-CRM:Customer360/VeriTouch.C360.WebResources/statistics_webpages.html","Customer360/VeriTouch.C360.WebResources/statistics_webpages.html",,"20min","20min","dsedhom@tawuniya.com","david-wadih-sedhom18753","brain-overload","FOCUSED","","","HIGH","2026-04-22T15:06:59+0300","2026-07-29T12:38:23+0300","2026-07-29T12:38:23+0300"
"Tawuniya-CRM","DEV","385772bd-9cd1-48e2-93b9-324c82c8bfbd","javascript:S3504","CODE_SMELL","CRITICAL","CLOSED","FIXED","Unexpected var, use let or const instead.","Tawuniya-CRM:Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/CoveredPerson/vrp_CoveredPersonManagement.js","Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/CoveredPerson/vrp_CoveredPersonManagement.js",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","es2015,bad-practice","CLEAR","","","HIGH","2026-04-22T15:06:59+0300","2026-08-04T11:27:55+0300","2026-08-04T11:27:55+0300"
"Tawuniya-CRM","DEV","31323b21-bbb0-40ba-b29f-9988b7a169b1","javascript:S3504","CODE_SMELL","CRITICAL","CLOSED","FIXED","Unexpected var, use let or const instead.","Tawuniya-CRM:Customer360/Vrp.CRM.C360.WebResources/vrp_/HTML/Claim/vrp_ClaimManagement.js","Customer360/Vrp.CRM.C360.WebResources/vrp_/HTML/Claim/vrp_ClaimManagement.js",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","es2015,bad-practice","CLEAR","","","HIGH","2026-04-22T15:06:59+0300","2026-08-04T11:27:55+0300","2026-08-04T11:27:55+0300"
"Tawuniya-CRM","DEV","cac8371f-e7be-4513-ae50-ef4fa68098ee","typescript:S3353","CODE_SMELL","CRITICAL","CLOSED","FIXED","'formOptions' is never reassigned. Use 'const' instead.","Tawuniya-CRM:Customer360/VeriTouch.C360.WebResources/src/shared/service/navigation.service.ts","Customer360/VeriTouch.C360.WebResources/src/shared/service/navigation.service.ts",,"2min","2min","dsedhom@tawuniya.com","david-wadih-sedhom18753","es2015","CLEAR","","","HIGH","2026-04-22T15:06:59+0300","2026-08-04T11:27:55+0300","2026-08-04T11:27:55+0300"
"Tawuniya-CRM","DEV","94b84171-d565-498a-9e83-31fb458b389d","javascript:S3776","CODE_SMELL","CRITICAL","CLOSED","FIXED","Refactor this function to reduce its Cognitive Complexity from 23 to the 15 allowed.","Tawuniya-CRM:Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/CoveredPerson/vrp_CoveredPersonsCustomerDocumentSend.html","Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/CoveredPerson/vrp_CoveredPersonsCustomerDocumentSend.html",,"13min","13min","dsedhom@tawuniya.com","david-wadih-sedhom18753","brain-overload,architecture","FOCUSED","","","HIGH","2026-04-22T15:06:59+0300","2026-08-04T11:27:55+0300","2026-08-04T11:27:55+0300"
"Tawuniya-CRM","DEV","3d30a5f0-a73a-430b-8285-0571d2432492","javascript:S3504","CODE_SMELL","CRITICAL","CLOSED","FIXED","Unexpected var, use let or const instead.","Tawuniya-CRM:Customer360/VeriTouch.C360.WebResources/src/shared/helpers.js","Customer360/VeriTouch.C360.WebResources/src/shared/helpers.js",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","es2015,bad-practice","CLEAR","","","HIGH","2026-04-22T15:06:59+0300","2026-08-04T11:27:55+0300","2026-08-04T11:27:55+0300"
"Tawuniya-CRM","DEV","3d0c5214-7761-464e-a8a7-df7798ac377f","javascript:S3504","CODE_SMELL","CRITICAL","CLOSED","FIXED","Unexpected var, use let or const instead.","Tawuniya-CRM:Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/Contact/twn_IncidentFormCC.v2.js","Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/Contact/twn_IncidentFormCC.v2.js",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","es2015,bad-practice","CLEAR","","","HIGH","2026-04-22T15:06:59+0300","2026-08-04T11:27:55+0300","2026-08-04T11:27:55+0300"
"Tawuniya-CRM","DEV","3d142958-3436-439b-a1ec-ac4fee9ec233","javascript:S3504","CODE_SMELL","CRITICAL","CLOSED","FIXED","Unexpected var, use let or const instead.","Tawuniya-CRM:Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/Contact/vrp_ContactRibbon.js","Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/Contact/vrp_ContactRibbon.js",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","es2015,bad-practice","CLEAR","","","HIGH","2026-04-22T15:06:59+0300","2026-08-04T11:27:55+0300","2026-08-04T11:27:55+0300"
"Tawuniya-CRM","DEV","eaa2c05e-343f-41e3-8129-fb451754b80a","javascript:S3504","CODE_SMELL","CRITICAL","CLOSED","FIXED","Unexpected var, use let or const instead.","Tawuniya-CRM:Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/Claim/Customerservicemanagment_HIdeandshowsection.js","Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/Claim/Customerservicemanagment_HIdeandshowsection.js",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","es2015,bad-practice","CLEAR","","","HIGH","2026-04-22T15:06:59+0300","2026-08-04T11:27:55+0300","2026-08-04T11:27:55+0300"
"Tawuniya-CRM","DEV","cce597f2-f172-4d6a-98cc-5d955b085856","javascript:S3504","CODE_SMELL","CRITICAL","CLOSED","FIXED","Unexpected var, use let or const instead.","Tawuniya-CRM:Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/Contact/vrp_ContactManagement.js","Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/Contact/vrp_ContactManagement.js",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","es2015,bad-practice","CLEAR","","","HIGH","2026-04-22T15:06:59+0300","2026-08-04T11:27:55+0300","2026-08-04T11:27:55+0300"
"Tawuniya-CRM","DEV","94d60d0d-4fbc-433f-9d0f-bdaf3f307888","typescript:S3353","CODE_SMELL","CRITICAL","CLOSED","FIXED","'timelineEvent' is never reassigned. Use 'const' instead.","Tawuniya-CRM:Customer360/VeriTouch.C360.WebResources/src/webpage/policyendorsementtimeline/policyendorsementtimeline.component.ts","Customer360/VeriTouch.C360.WebResources/src/webpage/policyendorsementtimeline/policyendorsementtimeline.component.ts",,"2min","2min","dsedhom@tawuniya.com","david-wadih-sedhom18753","es2015","CLEAR","","","HIGH","2026-04-22T15:06:59+0300","2026-08-04T11:27:55+0300","2026-08-04T11:27:55+0300"
"Tawuniya-CRM","DEV","ccec427f-3fe0-4e41-bcd3-b7242e591b22","javascript:S3776","CODE_SMELL","CRITICAL","CLOSED","FIXED","Refactor this function to reduce its Cognitive Complexity from 21 to the 15 allowed.","Tawuniya-CRM:Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/CoveredPerson/vrp_CoveredPersons_customer_document_Preview.html","Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/CoveredPerson/vrp_CoveredPersons_customer_document_Preview.html",,"11min","11min","dsedhom@tawuniya.com","david-wadih-sedhom18753","brain-overload,architecture","FOCUSED","","","HIGH","2026-04-22T15:06:59+0300","2026-08-04T11:27:55+0300","2026-08-04T11:27:55+0300"
"Tawuniya-CRM","DEV","cae39c27-b3f5-419a-a35d-1e0657c0b593","javascript:S3504","CODE_SMELL","CRITICAL","CLOSED","FIXED","Unexpected var, use let or const instead.","Tawuniya-CRM:Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/IndicatorTile/indicatortile.loader.js","Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/IndicatorTile/indicatortile.loader.js",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","es2015,bad-practice","CLEAR","","","HIGH","2026-04-22T15:06:59+0300","2026-08-04T11:27:55+0300","2026-08-04T11:27:55+0300"
"Tawuniya-CRM","DEV","ed2ec38b-26c9-44d0-9670-8a654e2a9f95","javascript:S3504","CODE_SMELL","CRITICAL","CLOSED","FIXED","Unexpected var, use let or const instead.","Tawuniya-CRM:Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/CoveredPerson/vrp_CoveredPerson.js","Customer360/Vrp.CRM.C360.WebResources/vrp_/Scripts/Form/CoveredPerson/vrp_CoveredPerson.js",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","es2015,bad-practice","CLEAR","","","HIGH","2026-04-22T15:06:59+0300","2026-08-04T11:27:55+0300","2026-08-04T11:27:55+0300"
"Tawuniya-CRM","DEV","cc1b975c-37e4-4887-ae78-f442fb283e2a","javascript:S3504","CODE_SMELL","CRITICAL","CLOSED","FIXED","Unexpected var, use let or const instead.","Tawuniya-CRM:Customer360/Vrp.CRM.C360.WebResources/vrp_/HTML/Claim/vrp_ClaimManagement.js","Customer360/Vrp.CRM.C360.WebResources/vrp_/HTML/Claim/vrp_ClaimManagement.js",,"5min","5min","dsedhom@tawuniya.com","david-wadih-sedhom18753","es2015,bad-practice","CLEAR","","","HIGH","2026-04-22T15:06:59+0300","2026-08-04T11:27:55+0300","2026-08-04T11:27:55+0300"
